City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,caluula,11.9661,50.7569,27.37,81,90,5.52,SO,1699757377
289,bonthe,7.5264,-12.505,25.51,87,31,1.92,SL,1699757378
290,guayaramerin,-10.8368,-65.3614,27.43,61,61,0.57,BO,1699757378
291,kaoma,-14.7833,24.8,18.37,49,63,1.73,ZM,1699757379
292,bentong town,3.5167,101.9,30.56,67,100,1.05,MY,1699757379
293,rikaze,29.25,88.8833,3.06,40,20,0.91,CN,1699757380
294,tekeli,44.83,78.8239,3.1,84,99,1.4,KZ,1699757381
295,san antonio de pale,-1.4014,5.6325,26.02,85,100,4.51,GQ,1699757381
296,inari,68.906,27.0288,-10.89,99,100,1.03,FI,1699757382
297,pa daet,19.5049,99.9924,27.97,70,81,0.56,TH,1699757382
298,seven pagodas,12.6264,80.1722,27.81,68,100,5.23,IN,1699757383
299,inderbor,48.55,51.7833,3.57,69,49,2.42,KZ,1699757384
300,rapar,23.5667,70.6333,24.49,42,1,4.2,IN,1699757384
301,vylkove,45.4021,29.586,9.18,73,4,11.25,UA,1699757385
302,kanganpur,30.7663,74.1231,19.27,47,2,1.19,PK,1699757386
303,columbus,39.9612,-82.9988,4.5,77,0,2.57,US,1699756914
304,byron bay,-28.65,153.6167,29.28,59,5,6.88,AU,1699757387
305,chonchi,-42.6128,-73.8092,4.56,87,18,1.81,CL,1699757211
306,sur,22.5667,59.5289,25.95,51,100,3.75,OM,1699757388
307,troy,42.6056,-83.1499,4.26,74,100,1.54,US,1699757176
308,cabo san lucas,22.8909,-109.9124,27.64,66,1,0.45,MX,1699757265
309,zhezqazghan,47.7833,67.7667,2.32,93,75,7.0,KZ,1699757390
310,paraiso,9.8383,-83.8656,19.48,99,100,1.18,CR,1699757391
311,margate,51.3813,1.3862,10.5,76,100,0.89,GB,1699757391
312,merizo village,13.2658,144.6691,30.55,86,15,8.29,GU,1699757392
313,dzuunharaa,48.8523,106.4579,-7.67,63,1,1.17,MN,1699757393
314,gaborone,-24.6545,25.9086,19.95,56,0,3.6,BW,1699757393
315,kabalo,-6.05,26.9167,21.35,97,100,1.51,CD,1699757394
316,alva,56.1528,-3.8051,3.52,94,8,1.36,GB,1699757394
317,tomatlan,19.9333,-105.25,24.73,92,100,1.31,MX,1699757395
318,howard springs,-12.497,131.047,33.82,52,11,2.84,AU,1699757396
319,melekeok village,7.4957,134.6367,27.31,94,100,0.0,PW,1699757396
320,mambajao,9.2504,124.7156,28.93,73,10,2.93,PH,1699757397
321,umluj,25.0213,37.2685,27.85,55,100,3.77,SA,1699757398
322,inhambane,-23.865,35.3833,20.8,84,21,3.75,MZ,1699757398
323,deqen,29.9618,90.7188,-0.04,71,82,2.17,CN,1699757399
324,madan,41.5,24.95,5.1,69,100,2.52,BG,1699757400
325,yerofey pavlovich,53.9667,121.9667,-6.53,47,100,2.11,RU,1699757400
326,santa elena de uairen,4.6167,-61.1333,20.91,82,43,1.4,VE,1699757401
327,manicore,-5.8092,-61.3003,26.41,76,99,1.01,BR,1699757402
328,esfarayen,37.0765,57.5101,3.81,66,100,1.12,IR,1699757403
329,petropavlovsk-kamchatsky,53.0452,158.6483,0.25,98,75,5.0,RU,1699757404
330,ta`u,-14.2336,-169.5144,27.96,79,89,3.7,AS,1699757405
331,odugattur,12.7667,78.9,23.54,80,99,1.22,IN,1699757405
332,pandan,14.0453,124.1694,29.47,72,91,4.03,PH,1699757406
333,shumikha,55.2261,63.2961,1.44,96,56,2.93,RU,1699757407
334,nouadhibou,20.931,-17.0347,22.08,58,33,4.14,MR,1699757408
335,touros,-5.1989,-35.4608,25.21,72,0,5.6,BR,1699757408
336,doka,13.5167,35.7667,23.99,54,97,2.61,SD,1699757409
337,pemangkat,1.1667,108.9667,29.73,66,85,1.34,ID,1699757410
338,sakaiminato,35.55,133.2333,12.99,76,75,7.72,JP,1699757410
339,kem',64.9555,34.5793,-1.95,83,52,4.23,RU,1699757411
340,luganville,-15.5333,167.1667,26.33,76,90,7.46,VU,1699757412
341,alekseyevskoye,55.3071,50.1135,3.27,81,99,3.15,RU,1699757412
342,east london,-33.0153,27.9116,17.58,67,0,7.92,ZA,1699757413
343,egilsstadir,65.2653,-14.3948,-8.05,86,0,2.57,IS,1699757414
344,houghton,47.1219,-88.569,3.71,88,100,3.09,US,1699757414
345,polla,40.5171,15.498,12.21,93,100,2.39,IT,1699757415
346,floro,61.5996,5.0328,5.54,65,8,3.6,NO,1699757416
347,san patricio,28.017,-97.5169,16.58,91,100,1.93,US,1699757417
348,ingeniero jacobacci,-41.3427,-69.5448,1.99,49,2,14.08,AR,1699757417
349,kinkala,-4.3614,14.7644,21.12,98,100,0.52,CG,1699757418
350,barra de santo antonio,-9.4047,-35.5072,22.6,73,1,2.15,BR,1699757419
351,neftcala,39.3742,49.2472,14.25,73,89,2.55,AZ,1699757420
352,qamdo,31.1667,97.2333,-0.06,44,99,0.75,CN,1699757421
353,kenora,49.8167,-94.4337,-1.46,86,100,5.14,CA,1699757421
354,ulety,51.3572,112.4849,-6.25,66,23,2.93,RU,1699757422
355,swakopmund,-22.6833,14.5333,16.47,86,84,2.31,NA,1699757423
356,buenavista del norte,28.3746,-16.861,24.72,75,38,6.51,ES,1699757424
357,serhiyivka,46.0272,30.3768,10.88,74,12,13.21,UA,1699757425
358,castillos,-34.1667,-53.8333,15.21,84,0,2.31,UY,1699757426
359,veselynove,47.3567,31.2349,11.37,79,80,7.69,UA,1699757427
360,gus'-khrustal'nyy,55.6111,40.6519,3.38,88,100,4.47,RU,1699757428
361,howrah,22.5892,88.3103,24.0,78,0,2.57,IN,1699757429
362,porto murtinho,-21.6989,-57.8825,36.2,27,29,4.45,BR,1699757429
363,natal,-5.795,-35.2094,25.36,88,40,2.57,BR,1699757149
364,ust-nera,64.5667,143.2,-27.31,94,85,1.13,RU,1699757431
365,kavaratti,10.5669,72.642,27.37,81,100,5.13,IN,1699757432
366,kudahuvadhoo,2.6708,72.8944,27.95,77,54,3.7,MV,1699757433
367,san pedro pochutla,15.7333,-96.4667,24.31,88,1,1.76,MX,1699757178
368,zharkent,44.1628,80.0,7.97,55,100,4.73,KZ,1699757434
369,agrestina,-8.4581,-35.9447,18.65,93,5,1.06,BR,1699757435
370,nizhnesortymskiy,62.4397,71.7603,-0.02,99,100,4.14,RU,1699757436
371,cortez,37.3489,-108.5859,2.24,51,0,4.63,US,1699757287
372,sosnovka,56.255,51.2842,0.14,74,96,1.86,RU,1699757437
373,keflavik,64.0049,-22.5624,4.24,75,75,7.72,IS,1699757438
374,glace bay,46.1969,-59.957,3.31,85,75,4.92,CA,1699757402
375,gisborne,-38.6533,178.0042,18.15,60,0,4.2,NZ,1699757439
376,naro moru,-0.1676,37.0213,14.54,96,98,0.38,KE,1699757440
377,tralee,52.2704,-9.7026,9.13,94,100,3.65,IE,1699757440
378,scarborough,54.2797,-0.4044,5.37,91,41,1.2,GB,1699756891
379,barberton,-25.7884,31.0532,22.03,63,5,1.69,ZA,1699757442
380,bamboo flat,11.7,92.7167,31.05,74,40,3.09,IN,1699757442
381,kamianka,49.0318,32.104,10.59,88,100,7.89,UA,1699757443
382,susuman,62.7833,148.1667,-27.37,96,77,0.8,RU,1699757443
383,anshun,26.25,105.9333,9.55,89,100,4.38,CN,1699757444
384,bel ombre,-4.6167,55.4167,26.91,83,20,2.06,SC,1699757445
385,cockburn town,21.4612,-71.1419,28.29,75,37,10.47,TC,1699757445
386,veranopolis,-28.9361,-51.5494,20.29,99,100,1.69,BR,1699757446
387,helsinge,56.0228,12.1975,6.49,94,43,3.62,DK,1699757447
388,goundi,9.3627,17.366,23.25,87,95,1.58,TD,1699757447
389,liberty,31.8335,-81.5004,13.32,87,100,3.09,US,1699757448
390,vila franca do campo,37.7167,-25.4333,19.93,99,97,4.76,PT,1699757448
391,east end,34.5507,-92.341,11.1,69,14,2.68,US,1699757449
392,yaren,-0.5472,166.916,28.19,83,100,12.9,NR,1699757449
393,kapa'a,22.0752,-159.319,27.99,77,20,6.17,US,1699757452
394,quellon,-43.1167,-73.6167,4.79,76,56,4.59,CL,1699757452
395,nykarleby,63.5228,22.5307,-2.27,74,91,5.18,FI,1699757453
396,alesund,62.4723,6.1549,4.08,69,7,4.12,NO,1699757265
397,burg bei magdeburg,52.2715,11.8549,7.28,89,99,3.32,DE,1699757455
398,fukuecho,32.6881,128.8419,12.2,62,75,7.2,JP,1699757455
399,san julian,21.0167,-102.1667,16.74,74,100,2.99,MX,1699757456
400,carnarvon,-24.8667,113.6333,23.35,66,87,6.13,AU,1699757456
401,lusambo,-4.9667,23.45,21.34,99,100,0.57,CD,1699757457
402,ishigaki,24.3448,124.1572,22.07,100,75,10.8,JP,1699757458
403,karratha,-20.7377,116.8463,29.4,38,0,5.92,AU,1699757458
404,mandiana,10.6333,-8.6833,24.69,46,92,0.48,GN,1699757459
405,ihosy,-22.4,46.1167,16.05,78,18,3.78,MG,1699757459
406,remire-montjoly,4.9167,-52.2667,26.68,83,2,4.91,GF,1699757460
407,ketzin,52.4667,12.85,6.74,90,100,2.58,DE,1699757461
408,chhoti sadri,24.3833,74.7,19.61,39,33,2.55,IN,1699757461
409,tlahualilo de zaragoza,26.1167,-103.45,18.06,66,96,3.75,MX,1699757462
410,santa cruz,-17.8,-63.1667,29.7,58,6,4.12,BO,1699757463
411,canasgordas,6.7499,-76.0254,18.4,99,100,0.87,CO,1699757463
412,victoria point,-27.5833,153.3,29.48,52,8,4.81,AU,1699757464
413,kilindoni,-7.9139,39.6668,26.71,85,88,6.27,TZ,1699757465
414,kanniyakumari,8.0833,77.5667,26.48,78,100,8.52,IN,1699757465
415,tazovsky,67.4667,78.7,-0.86,98,100,5.27,RU,1699757466
416,santa ana,33.7456,-117.8678,22.29,43,0,2.06,US,1699757047
417,sangmelima,2.9333,11.9833,20.3,98,100,1.13,CM,1699757467
418,brejo,-3.6844,-42.7503,23.74,88,4,2.42,BR,1699757468
419,novyye burasy,52.1324,46.0714,4.81,88,100,4.78,RU,1699757469
420,clarence town,-32.5833,151.7833,35.34,26,9,5.34,AU,1699757469
421,johvi,59.3592,27.4211,5.29,94,100,4.42,EE,1699757470
422,hartsville,34.374,-80.0734,12.16,94,100,3.6,US,1699757471
423,zarqa,32.0728,36.088,18.95,52,100,1.54,JO,1699757472
424,sao vicente,-23.9631,-46.3919,34.1,26,100,0.45,BR,1699757473
425,chibougamau,49.9168,-74.3659,-4.21,100,100,2.06,CA,1699757473
426,chui,-33.6971,-53.4616,15.96,81,0,2.85,UY,1699757474
427,bria,6.5423,21.9863,19.37,91,100,0.7,CF,1699757475
428,wamba,8.9333,8.6,23.68,52,38,1.16,NG,1699757476
429,waingapu,-9.6567,120.2641,31.09,61,100,4.3,ID,1699757477
430,saint-leu,-21.15,55.2833,21.98,76,3,6.05,RE,1699757478
431,magadan,59.5667,150.8,-14.64,73,100,2.99,RU,1699757479
432,san-pedro,4.7485,-6.6363,24.63,91,42,1.6,CI,1699757479
433,nemuro,43.3236,145.575,5.58,43,0,6.54,JP,1699757480
434,turuntayevo,52.2,107.6167,-8.95,68,15,1.53,RU,1699757481
435,akrehamn,59.2667,5.1833,4.12,80,20,3.6,NO,1699757482
436,miracema do tocantins,-9.5618,-48.3967,26.48,54,86,1.69,BR,1699757483
437,anchorage,61.2181,-149.9003,-3.04,92,0,0.0,US,1699757483
438,san borja,-14.8167,-66.85,29.07,47,45,1.45,BO,1699757484
439,qui nhon,13.7667,109.2333,27.07,84,100,5.13,VN,1699757485
440,kimbe,-5.5502,150.1429,32.79,46,8,3.89,PG,1699757486
441,veliki preslav,43.1667,26.8167,8.99,55,0,7.42,BG,1699757486
442,acarau,-2.8856,-40.12,25.51,79,0,5.27,BR,1699757487
443,fuyu,45.1833,124.8167,-7.19,75,3,2.7,CN,1699757488
444,nova olinda do norte,-3.8881,-59.0942,28.58,59,78,0.6,BR,1699757489
445,iquique,-20.2208,-70.1431,19.02,77,57,1.17,CL,1699757039
446,ammon,43.4696,-111.9666,8.28,52,0,8.23,US,1699757490
447,saint-philippe,-21.3585,55.7679,22.28,83,35,5.06,RE,1699757490
448,popondetta,-8.7537,148.2534,31.41,49,100,3.92,PG,1699757491
449,horta,38.5333,-28.6333,19.45,94,100,9.39,PT,1699757492
450,gobabis,-22.45,18.9667,23.93,34,100,0.62,NA,1699757492
451,guarapari,-20.6667,-40.4975,24.94,84,1,4.81,BR,1699757483
452,as suwayq,23.8494,57.4386,25.83,52,95,1.36,OM,1699757494
453,udachny,66.4167,112.4,-10.86,85,14,8.09,RU,1699757494
454,ndele,8.4109,20.6473,21.97,90,92,1.43,CF,1699757495
455,luba,3.4568,8.5547,23.94,80,96,1.68,GQ,1699757496
456,pedernales,18.0384,-71.744,27.37,66,14,2.78,DO,1699757496
457,malvan,16.0667,73.4667,27.28,58,28,3.12,IN,1699757497
458,santa cruz del sur,20.7147,-77.9956,25.32,85,43,6.97,CU,1699757498
459,tocopilla,-22.092,-70.1979,18.93,74,21,2.09,CL,1699756914
460,acajutla,13.5928,-89.8275,27.02,79,41,1.76,SV,1699757499
461,hammerfest,70.6634,23.6821,-2.75,80,46,1.03,NO,1699757501
462,pucon,-39.2822,-71.9543,2.15,92,76,1.01,CL,1699757501
463,kerikeri,-35.2268,173.9474,18.64,56,20,3.14,NZ,1699757502
464,gaigeturi,33.4644,126.3183,11.03,58,75,3.6,KR,1699757502
465,martuk,50.7475,56.5056,3.31,87,92,4.21,KZ,1699757503
466,old town,50.087,14.4202,5.26,88,0,6.17,CZ,1699757504
467,man,7.4125,-7.5538,21.65,99,37,0.61,CI,1699757504
468,el bolson,-41.9667,-71.5167,-0.35,98,77,2.91,AR,1699757505
469,humaita,-7.5061,-63.0208,28.43,59,68,0.99,BR,1699757482
470,tual,-5.6667,132.75,27.88,76,14,4.39,ID,1699757506
471,urangan,-25.3,152.9,24.43,58,58,4.77,AU,1699757507
472,mejit,10.2753,170.8646,27.32,84,100,9.01,MH,1699757507
473,beberibe,-4.1797,-38.1306,26.01,72,53,5.82,BR,1699757508
474,bakanas,44.8081,76.2772,8.3,79,100,3.93,KZ,1699757509
475,sungai penuh,-2.0833,101.3833,26.04,65,22,1.03,ID,1699757509
476,happy valley-goose bay,53.3168,-60.3315,-3.83,63,100,3.6,CA,1699757510
477,yelizovo,53.1873,158.3805,1.0,79,75,5.0,RU,1699757510
478,gaalkacyo,6.7697,47.4308,24.26,85,91,2.49,SO,1699757511
479,libenge,3.65,18.6333,21.62,99,99,1.02,CD,1699757512
480,ulladulla,-35.35,150.4667,34.87,57,73,3.79,AU,1699757395
481,bubaque,11.2833,-15.8333,28.44,62,77,2.68,GW,1699757513
482,taulaga,-11.0553,-171.0883,29.02,70,78,2.09,AS,1699757513
483,polyarnyy,69.1989,33.4478,-7.58,97,93,2.44,RU,1699757514
484,usevia,-7.1,31.2333,22.84,77,90,1.58,TZ,1699757515
485,namie,37.4833,141.0,7.53,88,100,0.91,JP,1699757515
486,tongliao,43.6125,122.2653,-5.95,72,12,4.36,CN,1699757516
487,olecko,54.0337,22.507,5.3,93,100,2.87,PL,1699757516
488,aykhal,66.0,111.5,-14.57,91,41,4.86,RU,1699757517
489,el granada,37.5027,-122.4694,17.94,69,0,5.66,US,1699757518
490,ceres,37.5949,-120.9577,16.14,64,0,0.0,US,1699757518
491,sovet,38.0467,69.5882,8.01,36,1,2.02,TJ,1699757519
492,nova sintra,14.8667,-24.7167,22.63,70,51,1.8,CV,1699757520
493,north tamworth,-31.0778,150.9261,30.06,35,6,5.14,AU,1699757520
494,freeport,40.6576,-73.5832,8.34,64,0,5.66,US,1699757521
495,lazaro cardenas,17.9583,-102.2,26.64,83,13,1.23,MX,1699757522
496,la baneza,42.3003,-5.8977,14.27,85,53,2.77,ES,1699757522
497,beni saf,35.301,-1.3823,12.16,79,59,3.52,DZ,1699757523
498,al ghayzah,16.2079,52.176,27.17,69,100,2.36,YE,1699757524
499,lichtenburg,-26.152,26.1597,19.75,42,80,0.54,ZA,1699757525
500,seabra,-12.4186,-41.7703,19.53,53,24,1.58,BR,1699757342
501,kanchanaburi,14.6333,99.1,28.43,69,100,1.39,TH,1699757526
502,jiaxing,30.7522,120.75,10.13,78,100,5.34,CN,1699757526
503,longavi,-35.9667,-71.6833,8.46,92,100,2.71,CL,1699757527
504,khash,28.2211,61.2158,12.32,29,94,1.88,IR,1699757528
505,san benito abad,8.929,-75.0271,25.75,94,100,2.23,CO,1699757528
506,flying fish cove,-10.4217,105.6791,27.82,74,75,6.69,CX,1699757529
507,mamuju,-2.6748,118.8885,30.82,65,42,2.01,ID,1699757529
508,lompoc,34.6391,-120.4579,15.08,72,0,0.0,US,1699757530
509,icano,-28.9193,-65.3282,24.32,66,0,2.4,AR,1699757531
510,la paz,-16.5,-68.15,11.43,68,75,1.03,BO,1699757377
511,sibut,5.718,19.0739,20.67,97,94,0.6,CF,1699757532
512,dalbandin,28.8947,64.4101,16.26,20,30,2.37,PK,1699757532
513,ironwood,46.4547,-90.171,0.45,86,100,3.09,US,1699757534
514,colonel hill,22.7667,-74.2167,27.67,75,86,9.9,BS,1699757534
515,kita,13.0349,-9.4895,23.31,29,43,1.65,ML,1699757535
516,port lincoln,-34.7333,135.8667,16.0,56,100,8.02,AU,1699757536
517,bikenibeu village,1.3673,173.1241,27.98,89,100,3.6,KI,1699757536
518,sola,-13.8833,167.55,26.24,80,100,12.13,VU,1699757537
519,melfort,52.8667,-104.6177,2.07,75,100,9.77,CA,1699757439
520,catumbela,-12.4314,13.5472,24.53,86,99,1.61,AO,1699757538
521,rabo de peixe,37.8,-25.5833,19.43,99,75,3.58,PT,1699757539
522,auki,-8.7676,160.7034,27.63,82,100,5.02,SB,1699757540
523,onega,63.9061,38.1404,-1.43,85,64,3.16,RU,1699757540
524,fort mcmurray,56.7268,-111.381,-2.23,93,75,1.03,CA,1699757514
525,rondonopolis,-16.4708,-54.6356,29.18,39,53,1.78,BR,1699757264
526,kingsland,30.8,-81.6898,18.29,96,100,3.84,US,1699757542
527,muravlenko,63.7898,74.523,-0.32,98,100,6.85,RU,1699757543
528,bardsir,29.9227,56.5743,10.13,29,100,0.77,IR,1699757544
529,cozumel,20.5083,-86.9458,27.75,95,96,2.24,MX,1699757400
530,oranjemund,-28.55,16.4333,13.74,92,3,5.1,NA,1699757545
531,midoun,33.8081,10.9923,17.92,70,9,4.53,TN,1699757546
532,bratsk,56.1325,101.6142,-10.73,61,6,2.02,RU,1699757547
533,onguday,50.75,86.15,-2.75,87,100,1.64,RU,1699757547
534,hami,42.8,93.45,4.23,24,45,4.08,CN,1699757548
535,tyukhtet,56.5389,89.3011,-0.99,95,100,2.09,RU,1699757548
536,vychegodskiy,61.247,46.8984,0.01,90,100,1.6,RU,1699757549
537,ploneour-lanvern,47.9,-4.2833,14.18,82,75,9.26,FR,1699757550
538,bertoua,4.5833,13.6833,20.37,97,99,0.4,CM,1699757550
539,key biscayne,25.6937,-80.1628,27.01,85,67,0.89,US,1699757551
540,chinju,35.1928,128.0847,6.9,41,12,4.28,KR,1699757552
541,wormhout,50.8833,2.4667,7.25,68,100,2.95,FR,1699757553
542,nar'yan-mar,67.6713,53.087,-8.83,95,46,3.13,RU,1699757553
543,mersin,36.862,34.6509,20.5,49,98,2.42,TR,1699757554
544,kosterevo,55.9299,39.6144,4.17,88,100,4.15,RU,1699757554
545,asipovichy,53.2933,28.6422,4.89,95,100,2.72,BY,1699757555
546,plettenberg bay,-34.0527,23.3716,14.83,82,62,4.3,ZA,1699757556
547,turtas,58.9417,69.1325,-0.16,99,100,1.46,RU,1699757557
548,chernyshevsk,52.5243,117.0174,-8.83,58,8,1.83,RU,1699757558
549,nkhata bay,-11.6066,34.2907,23.56,78,43,1.18,MW,1699757558
550,tacuarembo,-31.7333,-55.9833,19.92,81,35,3.56,UY,1699757559
551,robertsport,6.7533,-11.3686,25.9,83,68,1.11,LR,1699757560
552,jimenez,28.3333,-105.4,14.87,69,10,4.12,MX,1699757560
553,ghat,24.9647,10.1728,18.44,23,0,2.34,LY,1699757561
554,nantong,32.0303,120.8747,9.99,63,85,6.79,CN,1699757387
555,waddan,29.1614,16.139,17.82,49,0,1.96,LY,1699757562
556,banda aceh,5.5577,95.3222,28.56,72,99,1.24,ID,1699757563
557,weno,7.4515,151.8468,30.97,84,75,0.0,FM,1699757563
558,olonets,60.9847,32.9698,5.33,94,100,3.81,RU,1699757564
559,copan,14.8333,-89.15,21.85,98,82,1.15,HN,1699757564
560,sucre,-19.0333,-65.2627,18.19,60,69,3.2,BO,1699757565
561,lorengau,-2.0226,147.2712,28.76,72,29,3.15,PG,1699757566
562,rio branco,-9.9747,-67.81,28.34,78,33,1.03,BR,1699757430
563,altamira,-3.2033,-52.2064,23.82,88,74,0.97,BR,1699757567
564,elverum,60.8819,11.5623,-2.56,96,100,2.97,NO,1699757568
565,magdalena de kino,30.6333,-110.95,16.54,31,0,2.39,MX,1699757569
566,dhromolaxia,34.8755,33.5868,18.81,88,0,3.6,CY,1699757569
567,kaka,37.3482,59.6143,10.13,71,57,3.12,TM,1699757570
568,armacao de buzios,-22.7469,-41.8817,25.03,90,8,7.52,BR,1699757570
569,sinop,41.7711,34.8709,17.02,55,85,6.75,TR,1699757571
570,tsiombe,-25.3,45.4833,19.36,72,0,3.14,MG,1699757572
571,mardan,34.2019,72.0525,16.91,54,24,1.21,PK,1699757572
572,khovd,48.0056,91.6419,-5.4,91,88,0.44,MN,1699757573
573,cassilandia,-19.1133,-51.7342,26.3,28,31,2.01,BR,1699757573
574,cambria,35.5641,-121.0808,18.41,60,1,2.34,US,1699757574
575,saacow,1.6279,42.4407,24.97,88,80,3.97,SO,1699757575
576,sepolno krajenskie,53.452,17.5317,3.75,91,60,1.98,PL,1699757576
577,sarangani,5.4033,125.4636,28.64,72,58,2.94,PH,1699757576
578,salym,60.0625,71.4789,0.22,99,100,2.19,RU,1699757578
